"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3220000","3220000-102-1986-04329","1986-04-22","","01","영업/정상","01","영업","","","","","02 3443 7228","456.95","135-890","서울특별시 강남구 신사동 561-30","서울특별시 강남구 도산대로 159 (신사동)","06037","플렉스","2024-03-08 14:44:12","U","2023-12-02 23:00:00.0","카바레","202207.570634203","446324.587057536","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1986-20327","1986-05-26","","01","영업/정상","01","영업","","","","","02 5543555","364.32","135-933","서울특별시 강남구 역삼동 822-5 지하2층","서울특별시 강남구 테헤란로 111 (역삼동,지하2층)","06134","메이즈","2023-09-05 15:41:51","U","2022-12-09 00:07:00.0","룸살롱","202518.374074419","444076.444983586","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1987-04263","19870225","","01","영업/정상","01","영업","","","","","0205522600","114.65","135915","서울특별시 강남구 역삼동 678-16번지 ","서울특별시 강남구 테헤란로33길 13 (역삼동)","06141","로얄프린스","2019-08-06 17:06:14","U","2019-08-08 02:40:00.0","룸살롱","203391.692475442    ","444491.140084845    ","룸살롱","","","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","114.65","","",""
"3220000","3220000-102-1987-04264","19870327","","01","영업/정상","01","영업","","","","","02 5407500","203.91","135812","서울특별시 강남구 논현동 6-3 지층","서울특별시 강남구 도산대로 152, 지층 (논현동)","06040","이원(E1)","2022-11-23 13:54:45","U","2021-10-31 22:05:00.0","룸살롱","202160.331920404","446215.935571418","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1987-04267","19871112","","01","영업/정상","01","영업","","","","","02 5675171","866.00","135868","서울특별시 강남구 삼성동 45-10 지하1층","서울특별시 강남구 봉은사로 459, 지하1층 (삼성동, 자이언트관광호텔)","06096","디바인","2022-09-20 14:53:08","U","2021-12-08 22:02:00.0","룸살롱","204324.263443033","445580.187539001","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1987-04387","1987-12-11","","01","영업/정상","01","영업","","","","","","947.12","135-952","서울특별시 강남구 청담동 53-7 지하1층","서울특별시 강남구 영동대로 737 (청담동,지하1층)","06071","더청담나이트클럽","2023-11-20 10:40:33","U","2022-10-31 22:02:00.0","관광호텔나이트(디스코)","204714.758457103","446852.078363788","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1987-04396","19870509","","01","영업/정상","01","영업","","","","","02  547 6077","1,089.10","135824","서울특별시 강남구 논현동 151-30번지 ","서울특별시 강남구 논현로 647 (논현동)","06116","에비앙","2019-09-26 09:22:46","U","2019-09-28 02:40:00.0","룸살롱","202708.424437436    ","445478.950854571    ","룸살롱","","","","","","","","","","","","","","N","1089.1","","",""
"3220000","3220000-102-1987-18669","19870115","","01","영업/정상","01","영업","","","","","","355.60","135876","서울특별시 강남구 삼성동 142-46 지하1층 ","서울특별시 강남구 테헤란로 421, 지하1층 (삼성동)","06160","루이스","2020-09-25 12:41:19","U","2020-09-27 02:40:00.0","룸살롱","204574.779777346    ","444866.645823879    ","룸살롱","","","기타","기타","상수도전용","","","","","","","","","N","355.6","","",""
"3220000","3220000-102-1987-20326","19870417","","01","영업/정상","01","영업","","","","","02  557 3022","117.05","135936","서울특별시 강남구 역삼동 831-26번지 ","서울특별시 강남구 강남대로78길 16 (역삼동)","06242","곤파치야 이자카야","2020-04-27 16:55:08","U","2020-04-29 02:40:00.0","카바레","202646.225166145    ","443641.036684141    ","카바레","","","","","","","","","","","","","","N","117.05","","",""
"3220000","3220000-102-1988-19645","1988-05-13","","01","영업/정상","01","영업","","","","","02  547 6056","529.00","135-829","서울특별시 강남구 논현동 218-25","서울특별시 강남구 언주로 627 (논현동)","06106","코드원(code one)","2024-01-30 15:14:52","U","2023-12-02 00:01:00.0","카바레","203036.046846464","445588.523338533","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1988-21027","1988-01-29","","01","영업/정상","01","영업","","","","","02  567 3692","753.98","135-923","서울특별시 강남구 역삼동 735-31","서울특별시 강남구 논현로87길 37 (역삼동)","06235","이컴퍼니","2023-12-11 16:11:02","U","2022-11-01 23:03:00.0","카바레","202925.077271497","444094.825352233","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1989-04251","19890911","","01","영업/정상","01","영업","","","","","","278.80","135717","서울특별시 강남구 역삼동 702-24 지하","서울특별시 강남구 선릉로93길 31 (역삼동,지하)","06151","에비앙","2022-12-06 16:19:27","U","2021-11-02 00:08:00.0","룸살롱","204013.483967719","444693.000470748","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1989-18651","1989-09-18","","01","영업/정상","01","영업","","","","","0234408233","137.50","135-832","서울특별시 강남구 논현동 248-7","서울특별시 강남구 언주로 640 (논현동)","06098","알파벳2","2024-02-15 16:38:34","U","2023-12-01 23:07:00.0","관광호텔나이트(디스코)","203102.074986325","445751.652027981","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1989-19184","19890810","","01","영업/정상","01","영업","","","","","","280.50","135887","서울특별시 강남구 신사동 502-5","서울특별시 강남구 강남대로 626 (신사동)","06035","디오픈","2022-09-28 15:07:55","U","2021-12-08 21:00:00.0","룸살롱","201660.523554193","446163.667153226","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1990-04234","1990-03-12","","01","영업/정상","01","영업","","","","","02 5678835","231.46","135-922","서울특별시 강남구 역삼동 705-14","서울특별시 강남구 선릉로93길 11 (역삼동)","06150","오페라하우스노래바Q","2023-07-03 18:05:10","U","2022-12-07 00:05:00.0","룸살롱","204125.835623287","444770.017503879","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1991-04216","19910213","","01","영업/정상","01","영업","","","","","02 5474466","1,125.75","135934","서울특별시 강남구 역삼동 824-8","서울특별시 강남구 테헤란로6길 14 (역삼동)","06233","워라밸","2022-08-18 14:52:40","U","2021-12-07 22:00:00.0","요정","202628.711245032","443941.678923863","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1993-18935","19910901","","01","영업/정상","01","영업","","","","","","173.28","135920","서울특별시 강남구 역삼동 718-14","서울특별시 강남구 언주로87길 48 (역삼동)","06220","파이브(FIVE)","2022-08-22 16:19:01","U","2021-12-07 22:04:00.0","룸살롱","203409.113028538","444284.183756117","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-04215","1999-10-11","","01","영업/정상","01","영업","","","","","02 5386333","184.04","135-922","서울특별시 강남구 역삼동 705-16","서울특별시 강남구 선릉로93길 7 (역삼동)","06150","문노래바Q","2023-08-24 11:05:04","U","2022-12-07 22:06:00.0","룸살롱","204159.673654123","444785.063208001","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-04236","19991005","","01","영업/정상","01","영업","","","","","02  512 8585","172.56","135897","서울특별시 강남구 신사동 664-7","서울특별시 강남구 선릉로 843 (신사동)","06018","피플","2022-11-09 15:35:35","U","2021-10-31 23:01:00.0","룸살롱","203483.217128108","447221.714595488","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-04259","1986-12-29","","01","영업/정상","01","영업","","","","","","238.19","135-920","서울특별시 강남구 역삼동 718-9","서울특별시 강남구 테헤란로28길 5 (역삼동)","06220","꽃자바","2024-02-22 13:05:25","U","2023-12-01 22:04:00.0","룸살롱","203363.152022948","444287.121788068","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-20135","1999-09-07","","01","영업/정상","01","영업","","","","","02 4920207","250.65","135-922","서울특별시 강남구 역삼동 705-8 지하1층","서울특별시 강남구 선릉로91길 14 (역삼동,지하1층)","06150","서스포","2023-08-21 14:36:06","U","2022-12-07 22:03:00.0","룸살롱","204127.676940605","444743.256073708","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-20830","19991130","","01","영업/정상","01","영업","","","","","","290.78","135811","서울특별시 강남구 논현동 2-15 .16 지하1층 ","서울특별시 강남구 도산대로 114 (논현동,.16 지하1층)","06038","사운드","2021-10-28 17:46:06","U","2021-10-30 02:40:00.0","룸살롱","201810.69838187     ","446016.003556929    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","290.78","","",""
"3220000","3220000-102-1999-20891","19991208","","01","영업/정상","01","영업","","","","","02 5424350","284.80","135957","서울특별시 강남구 청담동 125-16번지 ","서울특별시 강남구 도산대로 535 (청담동)","06013","타임즈","2019-03-12 14:00:51","U","2019-03-14 02:40:00.0","카바레","204526.082052268    ","446991.199463016    ","카바레","","","","","","","","","","","","","","N","284.8","","",""
"3220000","3220000-102-1999-20896","1999-12-09","","01","영업/정상","01","영업","","","","","02 5142986","387.76","135-545","서울특별시 강남구 논현동 200-6 지하1층","서울특별시 강남구 봉은사로 105 (논현동,지하1층)","06120","우미관","2023-12-26 12:59:55","U","2022-11-01 22:08:00.0","고고(디스코)클럽","202142.900193042","444753.67593473","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-20955","1999-12-16","","01","영업/정상","01","영업","","","","","","161.23","135-957","서울특별시 강남구 청담동 124-5 양원빌딩","서울특별시 강남구 도산대로 513, 양원빌딩 지하1층 102호 (청담동)","06012","헤리티지","2024-02-19 16:23:08","U","2023-12-01 22:01:00.0","카바레","204294.499962448","446955.050194808","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-20986","19991221","","01","영업/정상","01","영업","","","","","","146.90","135915","서울특별시 강남구 역삼동 678-8번지 ","서울특별시 강남구 테헤란로33길 13-8 (역삼동)","06141","아뜰리에","2018-11-27 16:51:56","U","2018-11-29 02:40:00.0","룸살롱","203337.196235346    ","444489.700861753    ","룸살롱","","","","","","","","","","","","","","N","146.9","","",""
"3220000","3220000-102-1999-21004","1999-12-23","","01","영업/정상","01","영업","","","","","02 5441644","360.67","135-812","서울특별시 강남구 논현동 7-1 지하2층","서울특별시 강남구 도산대로 166, 지하2층 (논현동)","06040","뉴트로","2023-07-18 17:18:55","U","2022-12-06 22:00:00.0","룸살롱","202298.048786543","446281.513141502","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-1999-21048","19991230","","01","영업/정상","01","영업","","","","","","644.49","135893","서울특별시 강남구 신사동 588-19번지 ","서울특별시 강남구 도산대로 221 (신사동)","06026","페어링","2019-11-06 13:45:32","U","2019-11-08 02:40:00.0","카바레","202657.439849745    ","446533.76011649     ","카바레","","","","","","","","","","","","","","N","644.49","","",""
"3220000","3220000-102-2000-21167","20000121","","01","영업/정상","01","영업","","","","","","124.01","135935","서울특별시 강남구 역삼동 826-8번지 지하1층 ","서울특별시 강남구 테헤란로2길 34 (역삼동,지하1층)","06241","개구쟁이","2010-09-27 17:15:59","I","2018-08-31 23:59:59.0","룸살롱","202540.123155393    ","443749.246558155    ","룸살롱","0","0","유흥업소밀집지역","자율","상수도전용","","","","","","","","","N","124.01","","",""
"3220000","3220000-102-2000-21430","2000-03-18","","01","영업/정상","01","영업","","","","","","473.85","135-917","서울특별시 강남구 역삼동 688-6 지하1층","서울특별시 강남구 언주로 548, 지하1층 (역삼동)","06144","터미널","2023-05-02 11:34:16","U","2022-12-05 00:04:00.0","룸살롱","203516.591236107","444995.018910157","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-21508","20000403","","01","영업/정상","01","영업","","","","","","297.36","135907","서울특별시 강남구 역삼동 601-18 ","서울특별시 강남구 봉은사로 116 (역삼동)","06123","괜찬아","2020-06-26 13:13:51","U","2020-06-28 02:40:00.0","룸살롱","202266.928699791    ","444719.075300702    ","룸살롱","","","","","","","","","","","","","","N","297.36","","",""
"3220000","3220000-102-2000-21697","2000-05-04","","01","영업/정상","01","영업","","","","","0234443393","262.27","135-826","서울특별시 강남구 논현동 192-21 오헤븐 빌딩","서울특별시 강남구 봉은사로 177, 오헤븐 빌딩 지하1층 (논현동)","06122","라인업","2024-02-29 14:07:34","U","2023-12-03 00:02:00.0","룸살롱","202862.874687156","445020.811895563","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-21783","2000-05-15","","01","영업/정상","01","영업","","","","","","571.56","135-889","서울특별시 강남구 신사동 539-10","서울특별시 강남구 도산대로 149 (신사동)","06036","캐스팅","2023-04-06 17:13:54","U","2022-12-04 00:08:00.0","룸살롱","202113.230021442","446271.897594007","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-21790","2000-05-16","","01","영업/정상","01","영업","","","","","","400.94","135-545","서울특별시 강남구 논현동 204-4 지상1층","서울특별시 강남구 봉은사로 135 (논현동,지상1층)","06121","멕시멈","2023-02-24 16:11:21","U","2022-12-01 22:06:00.0","룸살롱","202526.556900857","444894.426027932","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-21909","2000-06-01","","01","영업/정상","01","영업","","","","","","204.70","135-868","서울특별시 강남구 삼성동 44-10 지하1층","서울특별시 강남구 봉은사로 437 (삼성동,지하1층)","06097","펜타(Penta)","2023-10-25 14:33:28","U","2022-10-30 22:07:00.0","룸살롱","204139.390974088","445500.712452877","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22128","20000628","","01","영업/정상","01","영업","","","","","02 5645880","163.87","135913","서울특별시 강남구 역삼동 662-17번지 지하2층 ","서울특별시 강남구 언주로 531 (역삼동,지하2층)","06138","연구소","2009-11-30 14:45:29","I","2018-08-31 23:59:59.0","카바레","203550.622729655    ","444819.47620885     ","카바레","0","0","기타","자율","상수도전용","","","","","","","","","N","163.87","","",""
"3220000","3220000-102-2000-22200","20000712","","01","영업/정상","01","영업","","","","","02 5186680","2,187.47","135824","서울특별시 강남구 논현동 152 엘리에나호텔 ","서울특별시 강남구 논현로 645, 엘리에나호텔 B1층~B2층 (논현동)","06116","퍼펙트","2021-05-28 09:16:17","U","2021-05-30 02:40:00.0","룸살롱","202670.053376769    ","445410.505681503    ","룸살롱","","","","","","","","","","","","","","N","2187.47","","",""
"3220000","3220000-102-2000-22343","20000818","","01","영업/정상","01","영업","","","","","0234522672","143.80","135935","서울특별시 강남구 역삼동 826-39 ","서울특별시 강남구 테헤란로4길 38-5, 지하1층 (역삼동)","06241","풍경","2021-11-22 17:14:46","U","2021-11-24 02:40:00.0","룸살롱","202596.585454622    ","443724.080768751    ","룸살롱","","","","","","","","","","","","","","N","143.8","","",""
"3220000","3220000-102-2000-22434","2000-09-08","","01","영업/정상","01","영업","","","","","02 5143738","125.27","135-830","서울특별시 강남구 논현동 241-16","서울특별시 강남구 학동로50길 7 (논현동)","06099","멜로디","2024-01-25 16:04:39","U","2023-11-30 22:07:00.0","룸살롱","203472.006113539","446003.98577584","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22466","2000-09-21","","01","영업/정상","01","영업","","","","","02 5543555","590.35","135-933","서울특별시 강남구 역삼동 822-5 지하 1층","서울특별시 강남구 테헤란로 111 (역삼동,지하 1층)","06134","메이커(MK)","2023-09-04 15:35:30","U","2022-12-09 00:06:00.0","룸살롱","202518.374074419","444076.444983586","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22585","2000-10-14","","01","영업/정상","01","영업","","","","","","226.34","135-513","서울특별시 강남구 역삼동 702-25","서울특별시 강남구 선릉로93길 29 (역삼동)","06151","브라보","2023-07-05 13:33:33","U","2022-12-07 00:07:00.0","룸살롱","204030.343121898","444699.49890663","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22662","20001103","","01","영업/정상","01","영업","","","","","02 5584110","210.55","135915","서울특별시 강남구 역삼동 678-32","서울특별시 강남구 테헤란로29길 5 (역삼동)","06141","엠 레클리","2022-06-17 12:04:27","U","2021-12-05 23:09:00.0","룸살롱","203354.571059684","444416.486475865","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22794","2000-11-30","","01","영업/정상","01","영업","","","","","02 5454479","147.45","135-517","서울특별시 강남구 청담동 98-6","서울특별시 강남구 도산대로 455, 지하1층 (청담동)","06015","베를린","2023-03-17 09:54:45","U","2022-12-02 23:09:00.0","룸살롱","204030.198549498","446914.823814309","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22850","2000-12-11","","01","영업/정상","01","영업","","","","","","224.22","135-996","서울특별시 강남구 논현동 211-20","서울특별시 강남구 언주로 647 (논현동)","06105","루트플러스","2023-06-12 16:15:30","U","2022-12-05 23:04:00.0","룸살롱","203014.366380569","445788.981583052","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2000-22852","20001212","","01","영업/정상","01","영업","","","","","","94.46","135877","서울특별시 강남구 삼성동 144-21","서울특별시 강남구 테헤란로77길 6 (삼성동)","06158","블루문","2022-07-07 12:19:06","U","2021-12-06 23:02:00.0","룸살롱","204786.182554712","444965.872486304","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2001-22992","2001-01-19","","01","영업/정상","01","영업","","","","","02 5460888","278.69","135-734","서울특별시 강남구 논현동 84-0 송암빌딩","서울특별시 강남구 언주로 709 (논현동,송암빌딩)","06053","홈런볼","2023-09-14 12:55:31","U","2022-12-08 23:06:00.0","비어(바)살롱","203008.14654417","446054.411349529","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2001-23481","20010512","","01","영업/정상","01","영업","","","","","02 567 7488","1,233.83","135839","서울특별시 강남구 대치동 890-38번지 지하1층 ","서울특별시 강남구 테헤란로70길 16 (대치동,지하1층)","06193","사라있네","2019-01-29 14:33:40","U","2019-01-31 02:40:00.0","룸살롱","204647.421249695    ","444687.506114255    ","룸살롱","","","","","","","","","","","","","","N","1233.83","","",""
"3220000","3220000-102-2001-23585","2001-06-04","","01","영업/정상","01","영업","","","","","","229.92","135-867","서울특별시 강남구 삼성동 37-15","서울특별시 강남구 봉은사로 411 (삼성동)","06097","엠넷","2023-07-26 16:44:42","U","2022-12-06 22:08:00.0","룸살롱","203907.405","445414.65","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2001-23850","20010823","","01","영업/정상","01","영업","","","","","","88.20","135818","서울특별시 강남구 논현동 84 지하1층 ","서울특별시 강남구 언주로 709 (논현동,지하1층)","06053","홈구장","2020-09-03 13:48:50","U","2020-09-05 02:40:00.0","비어(바)살롱","203008.14654417     ","446054.411349529    ","비어(바)살롱","","","","","","","","","","","","","","N","88.2","","",""
"3220000","3220000-102-2001-23852","20010903","","01","영업/정상","01","영업","","","","","","262.80","135957","서울특별시 강남구 청담동 125-12번지 지하1층 ","서울특별시 강남구 도산대로 539, 지하1층 (청담동)","06013","플러스82(PLUS82)","2019-05-29 16:28:26","U","2019-05-31 02:40:00.0","룸살롱","204582.187190123    ","446992.089678097    ","룸살롱","","","유흥업소밀집지역","","","","","","","","","","","N","262.8","","",""
"3220000","3220000-102-2001-23853","2001-09-04","","01","영업/정상","01","영업","","","","","","364.42","135-913","서울특별시 강남구 역삼동 650-1","서울특별시 강남구 봉은사로 204, 지하1,2층 (역삼동)","06135","릿지(ritzy)","2023-12-07 12:19:34","U","2022-11-02 00:09:00.0","룸살롱","202977.645","444997.25","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2001-23857","2001-09-18","","01","영업/정상","01","영업","","","","","","273.49","135-917","서울특별시 강남구 역삼동 688-2 지하1층","서울특별시 강남구 언주로 556, 지하1층 (역삼동)","06144","에스(S)","2023-12-19 15:15:52","U","2022-11-01 22:01:00.0","룸살롱","203477.114780444","445044.126117716","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2001-23864","20011031","","01","영업/정상","01","영업","","","","","","558.52","135957","서울특별시 강남구 청담동 125-16 ","서울특별시 강남구 도산대로 535, 지상1층 (청담동)","06013","인스타","2021-06-30 11:55:20","U","2021-07-02 02:40:00.0","비어(바)살롱","204526.082052268    ","446991.199463016    ","비어(바)살롱","","","","","","","","","","","","","","N","558.52","","",""
"3220000","3220000-102-2001-23865","2001-10-31","","01","영업/정상","01","영업","","","","","02 5160212","410.23","135-893","서울특별시 강남구 신사동 588-21 지하1층","서울특별시 강남구 도산대로 217 (신사동,지하1층)","06026","퀄리티","2023-02-21 16:01:30","U","2022-12-01 22:03:00.0","룸살롱","202630.825","446511.985","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2001-23869","20011211","","01","영업/정상","01","영업","","","","","02 5644620","167.58","135936","서울특별시 강남구 역삼동 831-27 ","서울특별시 강남구 강남대로78길 18 (역삼동)","06242","제이제이(JJ)","2022-01-12 14:38:38","U","2022-01-14 02:40:00.0","룸살롱","202662.152918893    ","443646.847767947    ","룸살롱","0","0","기타","자율","상수도전용","0","0","0","0","0","","0","0","N","167.58","","",""
"3220000","3220000-102-2001-23871","2001-12-22","","01","영업/정상","01","영업","","","","","","292.00","135-545","서울특별시 강남구 논현동 204-4 지상2층","서울특별시 강남구 봉은사로 135 (논현동,지상2층)","06121","유니크","2024-02-19 14:09:00","U","2023-12-01 22:01:00.0","비어(바)살롱","202526.556900857","444894.426027932","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2002-00007","2002-01-22","","01","영업/정상","01","영업","","","","","","529.68","135-912","서울특별시 강남구 역삼동 649-10 지하1층","서울특별시 강남구 테헤란로 115 (역삼동,지하1층)","06134","도화지","2023-10-24 15:20:55","U","2022-10-30 22:06:00.0","룸살롱","202573.088251229","444096.715672132","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2002-00009","2002-02-05","","01","영업/정상","01","영업","","","","","","991.90","135-936","서울특별시 강남구 역삼동 831-0 지하1층","서울특별시 강남구 강남대로 354 (역삼동,지하1층)","06242","썸데이","2023-12-11 15:48:50","U","2022-11-01 23:03:00.0","룸살롱","202558.966746035","443605.422218418","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-102-2002-00010","20020124","","01","영업/정상","01","영업","","","","","","264.22","135922","서울특별시 강남구 역삼동 705-6 ","서울특별시 강남구 선릉로93길 17 (역삼동)","06150","크리드 CREED","2022-02-04 16:04:55","U","2022-02-08 02:40:00.0","룸살롱","204095.412794847    ","444748.859808031    ","룸살롱","","","","","","","","","","","","","","N","264.22","","",""
"3220000","3220000-102-2002-00013","20020322","","01","영업/정상","01","영업","","","","","","310.20","135957","서울특별시 강남구 청담동 125-16 2층 ","서울특별시 강남구 도산대로 535, 2층 (청담동)","06013","베이직","2022-03-16 10:08:57","U","2022-03-19 02:40:00.0","룸살롱","204526.082052268    ","446991.199463016    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","310.2","","",""
"3220000","3220000-102-2002-00014","2002-04-10","","01","영업/정상","01","영업","","","","","02 5086412","327.85","135-876","서울특별시 강남구 삼성동 142-19 지하2층","서울특별시 강남구 선릉로100길 56 (삼성동,지하2층)","06160","라라(LaLa)","2023-10-27 15:53:23","U","2022-10-30 22:09:00.0","룸살롱","204518.446793503","444942.646235246","","","","","","","","","","","","","","","","","","",""
