"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3090000","3090000-102-2007-00002","20070704","","01","영업/정상","01","영업","","","","","0232973535","81.31","132898","서울특별시 도봉구 창동 3-4","서울특별시 도봉구 마들로11길 71, 지하1층 (창동)","01414","엠비씨(M. B. C)","2022-04-19 15:19:25","U","2021-12-03 22:01:00.0","룸살롱","204285.331210395","461213.575148552","","","","","","","","","","","","","","","","","","",""
"3090000","3090000-102-2007-00003","20070710","","01","영업/정상","01","영업","","","","","","68.94","132898","서울특별시 도봉구 창동 3-3 콤마빌딩 지하층 1,2호 ","서울특별시 도봉구 마들로11길 73, 지하층 1,2호 (창동, 콤마빌딩)","01414","와와","2020-08-13 15:43:22","U","2020-08-15 02:40:00.0","룸살롱","204263.706546457    ","461207.244729609    ","룸살롱","","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","68.94","","",""
"3090000","3090000-102-2007-00004","20071220","","01","영업/정상","01","영업","","","","","02  991 1808","93.75","132898","서울특별시 도봉구 창동 13번지 ","서울특별시 도봉구 마들로11길 65, 지하1층 1호 (창동, 유진빌딩)","01414","부킹","2019-03-13 12:58:57","U","2019-03-15 02:40:00.0","룸살롱","204317.264907404    ","461224.014056627    ","룸살롱","1","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","93.75","","",""
"3090000","3090000-102-2010-00001","2010-08-19","","03","폐업","02","폐업","2023-09-23","","","","02  991 9911","236.34","132-898","서울특별시 도봉구 창동 12-1 2층 201,202,203,204호","서울특별시 도봉구 노해로69길 21-11, 2층 201,202,203,204호 (창동)","01414","챔프노래타운","2023-10-16 09:03:26","U","2022-10-30 23:08:00.0","룸살롱","204348.91","461195.825","","","","","","","","","","","","","","","","","","",""
"3090000","3090000-102-2011-00001","20110629","","01","영업/정상","01","영업","","","","","02 9983300","97.40","132898","서울특별시 도봉구 창동 6번지 콤마빌딩 지하1층(2,3,4,5,6,7,25,26호) ","서울특별시 도봉구 마들로11가길 15, 지하1층 2,3,4,5,6,7,25,26호 (창동, 콤마빌딩)","01414","엠비씨(MBC)노래장","2019-12-05 16:43:44","U","2019-12-07 02:40:00.0","기타","204279.415          ","461140.88           ","기타","","","","","상수도전용","","","","","","","","","Y","97.4","","",""
"3090000","3090000-102-2012-00001","20120423","","01","영업/정상","01","영업","","","","","02  902 1441","70.23","132898","서울특별시 도봉구 창동 6번지 콤마빌딩 2층 202호 ","서울특별시 도봉구 마들로11가길 15, 2층 202호 (창동)","01414","폭스노래클럽","2019-03-13 13:29:39","U","2019-03-15 02:40:00.0","기타","204279.415          ","461140.88           ","기타","","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","70.23","","",""
"3090000","3090000-102-2012-00002","20120705","","01","영업/정상","01","영업","","","","","","90.94","132898","서울특별시 도봉구 창동 10-1번지 ","서울특별시 도봉구 노해로69길 15-15, 지하1층 (창동, 점보빌딩(27,28,29,30,39,40,42,43호))","01414","팝콘","2019-10-11 15:47:07","U","2019-10-13 02:40:00.0","룸살롱","204354.5            ","461162.92           ","룸살롱","","","","","","","","","","","","","","Y","90.94","","",""
"3090000","3090000-102-2012-00003","20120801","","01","영업/정상","01","영업","","","","","02  900 1366","98.95","132898","서울특별시 도봉구 창동 13번지 ","서울특별시 도봉구 마들로11길 65, 지하층 3호 (창동, 유진빌딩)","01414","두꺼비노래장","2020-04-07 11:25:59","U","2020-04-09 02:40:00.0","노래클럽","204317.264907404    ","461224.014056627    ","노래클럽","","","유흥업소밀집지역","","상수도전용","","","","","","","","","Y","98.95","","",""
"3090000","3090000-102-2015-00001","20150216","","01","영업/정상","01","영업","","","","","","39.09","132898","서울특별시 도봉구 창동 13-2 B101호","서울특별시 도봉구 마들로11길 57, B1층 101호 (창동, EQ 빌딩)","01414","창동노래타운","2022-09-16 17:38:26","U","2021-12-08 23:08:00.0","기타","204357.382835077","461235.763310872","","","","","","","","","","","","","","","","","","",""
"3090000","3090000-102-2017-00001","20170728","","01","영업/정상","01","영업","","","","","","124.65","132898","서울특별시 도봉구 창동 10-3번지 ","서울특별시 도봉구 노해로69길 15, 5층 (창동, 세정빌딩)","01414","놀이터","2018-03-19 17:19:58","I","2018-08-31 23:59:59.0","노래클럽","204397.004135761    ","461175.40204195     ","노래클럽","","","기타","","상수도전용","","","","","","","","","Y","124.65","","",""
"3090000","3090000-102-2018-00001","20180503","","01","영업/정상","01","영업","","","","","02 9032861","92.00","132898","서울특별시 도봉구 창동 3-3 3층 303호","서울특별시 도봉구 마들로11길 73, 3층 303호 (창동)","01414","스타비어","2022-04-12 17:53:27","U","2021-12-03 23:04:00.0","노래클럽","204263.706546457","461207.244729609","","","","","","","","","","","","","","","","","","",""
